kyBP,Prec_5KYR_AVG_DIFF,Humidity_5kyr_AVG_DIFF,Humidity_5kyr_AVG_DIFF_1,Humidity_3kyr_AVG_DIFF,Prec_3KYR_AVG_DIFF
222.5,-0.006090909,0.249,1.249,0.231781396,-0.005857143
223,-0.006181818,0.213,1.213,0.256393827,-0.006214286
223.5,-0.006181818,0.165,1.165,0.232789581,-0.006428571
224,-0.006,0.141,1.141,0.199144699,-0.006642857
224.5,-0.005681818,0.154,1.154,0.226964236,-0.006642857
225,-0.005227273,0.194,1.194,0.238417661,-0.006428571
225.5,-0.004727273,0.185,1.185,0.21482106,-0.006142857
226,-0.004045455,0.112,1.112,0.170753734,-0.005571429
226.5,-0.003409091,0.087,1.087,0.109142332,-0.005071429
227,-0.002545455,0.073,1.073,0.09395046,-0.004357143
227.5,-0.001681818,0.078,1.078,0.070250673,-0.003642857
228,-0.000727273,0.045,1.045,0.017078582,-0.002642857
228.5,9.09E-05,0.023,1.023,0.058096956,-0.001857143
229,0.001045455,-0.017,0.983,0.088779561,-0.000714286
229.5,0.001818182,-0.082,0.918,0.09986334,0.000142857
230,0.002636364,-0.143,0.857,0.055791992,0.001142857
230.5,0.003318182,-0.169,0.831,-0.029787856,0.001928571
231,0.004045455,-0.21,0.79,-0.103581511,0.002928571
231.5,0.004590909,-0.202,0.798,-0.133852639,0.003642857
232,0.005090909,-0.224,0.776,-0.252208252,0.004428571
232.5,0.005363636,-0.259,0.741,-0.286992209,0.004857143
233,0.005545455,-0.303,0.697,-0.381927021,0.005357143
233.5,0.005636364,-0.301,0.699,-0.371479813,0.005714286
234,0.005590909,-0.305,0.695,-0.330401489,0.006
234.5,0.005409091,-0.256,0.744,-0.290691791,0.006071429
235,0.005090909,-0.254,0.746,-0.248500471,0.006
235.5,0.004727273,-0.217,0.783,-0.19285984,0.005857143
236,0.004227273,-0.115,0.885,-0.243275588,0.0055
236.5,0.003681818,0.005,1.005,-0.177113221,0.005071429
237,0.003,0.061,1.061,-0.215109251,0.004428571
237.5,0.002363636,0.101,1.101,-0.240953066,0.003857143
238,0.001590909,0.149,1.149,-0.060482871,0.003071429
238.5,0.000909091,0.203,1.203,0.102955891,0.002428571
239,0.000136364,0.285,1.285,0.19743213,0.001571429
239.5,-0.0005,0.374,1.374,0.307171392,0.000928571
240,-0.001181818,0.387,1.387,0.345964736,7.14286E-05
240.5,-0.001727273,0.388,1.388,0.469538134,-0.000571429
241,-0.002363636,0.389,1.389,0.595646073,-0.001357143
241.5,-0.002863636,0.26,1.26,0.525062009,-0.001928571
242,-0.003318182,0.234,1.234,0.422915006,-0.002571429
242.5,-0.003636364,0.196,1.196,0.29906888,-0.003
243,-0.003954545,0.208,1.208,0.211437106,-0.003571429
243.5,-0.004136364,0.176,1.176,0.114389916,-0.003928571
244,-0.004227273,0.146,1.146,0.152194,-0.004214286
244.5,-0.004227273,0.174,1.174,0.059020449,-0.004357143
245,-0.004136364,0.048,1.048,0.045593883,-0.0045
245.5,-0.004,0.013,1.013,0.014921175,-0.004571429
246,-0.003818182,0.099,1.099,0.089052445,-0.0045
246.5,-0.003545455,0.095,1.095,0.257777427,-0.004285714
247,-0.003181818,0.138,1.138,0.192669473,-0.003928571
247.5,-0.002863636,0.106,1.106,0.07487385,-0.003642857
248,-0.002409091,0.008,1.008,0.146174,-0.003285714
248.5,-0.001954545,-0.013,0.987,0.033475455,-0.002928571
249,-0.001454545,0.048,1.048,0.054710517,-0.002428571
249.5,-0.001045455,-0.013,0.987,0.089966946,-0.002071429
250,-0.000545455,-0.056,0.944,-0.201150988,-0.0015
250.5,-0.000136364,0.016,1.016,-0.05057756,-0.001071429
251,0.000272727,0.008,1.008,0.069552316,-0.000571429
251.5,0.000636364,-0.029,0.971,-0.086946691,-0.000142857
252,0.001090909,-0.035,0.965,0.02068728,0.000428571
252.5,0.001454545,0.014,1.014,0.000605791,0.000857143
253,0.001818182,0.036,1.036,-0.07997748,0.001285714
253.5,0.002045455,-0.007,0.993,0.086873433,0.0015
254,0.002272727,-0.029,0.971,-0.000856954,0.001857143
254.5,0.002454545,-0.07,0.93,0.002601533,0.002142857
255,0.002590909,0.01,1.01,0.166281933,0.002428571
255.5,0.002636364,-0.052,0.948,-0.12345869,0.002571429
256,0.002681818,-0.054,0.946,-0.120811702,0.002714286
256.5,0.002727273,0.005,1.005,-0.051908259,0.002857143
257,0.002727273,-0.054,0.946,-0.025410291,0.002928571
257.5,0.002636364,-0.005,0.995,-0.006774831,0.002857143
258,0.0025,-0.039,0.961,-0.106943402,0.002785714
258.5,0.002363636,-0.073,0.927,-0.128594521,0.002714286
259,0.002181818,0.172,1.172,0.013328052,0.002571429
259.5,0.002,0.115,1.115,0.036510042,0.002428571
260,0.001772727,0.202,1.202,0.050557291,0.002214286
260.5,0.001590909,0.122,1.122,0.03591323,0.002071429
261,0.001363636,0.131,1.131,0.229246487,0.001857143
261.5,0.001136364,0.068,1.068,0.144634143,0.001642857
262,0.000863636,0.038,1.038,0.257972129,0.001357143
262.5,0.000636364,0.225,1.225,0.250080687,0.001142857
263,0.000363636,0.166,1.166,0.206312369,0.000857143
263.5,0.000136364,0.074,1.074,0.061214539,0.000642857
264,-0.000136364,-0.02,0.98,0.045586149,0.000357143
264.5,-0.000363636,-0.143,0.857,0.095714474,0.000142857
265,-0.000590909,-0.105,0.895,0.116739654,-0.000142857
265.5,-0.000772727,-0.222,0.778,-0.150587191,-0.000357143
266,-0.001045455,-0.052,0.948,-0.186978579,-0.000642857
266.5,-0.001272727,-0.043,0.957,-0.200313967,-0.000857143
267,-0.0015,0.027,1.027,-0.127871047,-0.001071429
267.5,-0.001681818,-0.054,0.946,-0.149600705,-0.001214286
268,-0.001863636,-0.181,0.819,-0.185050729,-0.0015
268.5,-0.002,-0.196,0.804,-0.121255678,-0.001714286
269,-0.002136364,-0.166,0.834,-0.013159032,-0.001928571
269.5,-0.002227273,-0.062,0.938,-0.007731959,-0.002071429
270,-0.002318182,-0.046,0.954,0.034914408,-0.002214286
270.5,-0.002409091,0.01,1.01,-0.025379344,-0.002357143
271,-0.002454545,0.043,1.043,-0.062746285,-0.0025
271.5,-0.002409091,-0.09,0.91,-0.202374329,-0.0025
272,-0.002363636,-0.083,0.917,-0.206333008,-0.0025
272.5,-0.002318182,-0.028,0.972,-0.154831324,-0.0025
273,-0.002181818,-0.002,0.998,0.003318022,-0.002428571
273.5,-0.002045455,-0.055,0.945,-0.041162676,-0.002357143
274,-0.001818182,0.038,1.038,0.056713101,-0.002285714
274.5,-0.001590909,0.092,1.092,0.204052088,-0.002214286
275,-0.001318182,-0.042,0.958,0.086047588,-0.002
275.5,-0.001045455,-0.146,0.854,0.021051985,-0.001785714
276,-0.000681818,-0.222,0.778,0.019554107,-0.001428571
276.5,-0.000363636,-0.273,0.727,0.013681807,-0.001142857
277,-3.15E-19,-0.266,0.734,-0.126988078,-0.000785714
277.5,0.000363636,-0.27,0.73,-0.305612674,-0.000428571
278,0.000818182,-0.308,0.692,-0.460232734,7.14286E-05
278.5,0.001181818,-0.203,0.797,-0.422015756,0.000428571
279,0.001590909,-0.09,0.91,-0.372894753,0.000857143
279.5,0.001909091,-0.067,0.933,-0.426803216,0.001142857
280,0.002272727,-0.045,0.955,-0.424572343,0.001571429
280.5,0.002590909,0.051,1.051,-0.167478911,0.001928571
281,0.002909091,0.189,1.189,0.109212741,0.002357143
281.5,0.003136364,0.195,1.195,0.262635402,0.002642857
282,0.003318182,0.196,1.196,0.371544508,0.003
282.5,0.003454545,0.195,1.195,0.371983082,0.003285714
283,0.003545455,0.224,1.224,0.415502374,0.003571429
283.5,0.003545455,0.339,1.339,0.330827959,0.003714286
284,0.003454545,0.31,1.31,0.204897716,0.003785714
284.5,0.003318182,0.131,1.131,0.075154754,0.003785714
285,0.003090909,-0.005,0.995,0.030885448,0.003714286
285.5,0.002818182,-0.01,0.99,0.179103788,0.003571429
286,0.002409091,0.046,1.046,0.2383648,0.003285714
286.5,0.002,0.053,1.053,0.01699217,0.003
287,0.0015,0.132,1.132,-0.05216143,0.002571429
287.5,0.001045455,0.239,1.239,0.048693549,0.002214286
288,0.0005,0.29,1.29,0.137621485,0.001642857
288.5,0,0.2,1.2,0.146229375,0.001142857
289,-0.000590909,0.034,1.034,0.005846297,0.0005
289.5,-0.001090909,-0.049,0.951,0.094160652,4.95635E-19
290,-0.001681818,0.006,1.006,0.325811384,-0.000642857
290.5,-0.002181818,0.025,1.025,0.35377465,-0.001142857
291,-0.002681818,0.008,1.008,0.247345094,-0.001785714
291.5,-0.003045455,-0.042,0.958,0.089010252,-0.002214286
292,-0.003454545,-0.042,0.958,-0.056138975,-0.002785714
292.5,-0.003772727,0.026,1.026,-0.22116235,-0.003214286
293,-0.004045455,-0.061,0.939,-0.314759841,-0.003642857
293.5,-0.004227273,-0.081,0.919,-0.384461415,-0.003928571
294,-0.004318182,-0.057,0.943,-0.234974126,-0.004285714
294.5,-0.004318182,-0.125,0.875,-0.006357991,-0.0045
295,-0.004227273,-0.103,0.897,0.074412164,-0.004642857
295.5,-0.004045455,-0.065,0.935,0.188854955,-0.004642857
296,-0.003772727,0.006,1.006,0.226078399,-0.0045
296.5,-0.0035,0.001,1.001,0.039413688,-0.004357143
297,-0.003045455,-0.01,0.99,-0.007415192,-0.004071429
297.5,-0.002545455,-0.039,0.961,-0.092205875,-0.003714286
298,-0.001954545,-0.133,0.867,-0.252986845,-0.003214286
298.5,-0.001409091,-0.107,0.893,-0.217476274,-0.002785714
299,-0.000727273,-0.059,0.941,-0.272305545,-0.002071429
299.5,-0.000136364,-0.058,0.942,-0.207718586,-0.0015
300,0.000545455,0.01,1.01,-0.019108775,-0.000785714
300.5,0.001136364,0.018,1.018,0.068523178,-0.000214286
301,0.001818182,0.027,1.027,0.198978431,0.000571429
301.5,0.002409091,0.097,1.097,0.126547891,0.001214286
302,0.003,0.052,1.052,0.054353029,0.002
302.5,0.003409091,0.009,1.009,0.035724938,0.0025
303,0.003863636,-0.036,0.964,0.011257068,0.003142857
303.5,0.004227273,-0.076,0.924,0.108497167,0.003642857
304,0.0045,-0.083,0.917,0.032388587,0.004142857
304.5,0.004636364,-0.192,0.808,-0.165756592,0.004428571
305,0.004681818,-0.167,0.833,-0.173866824,0.004785714
305.5,0.004636364,-0.15,0.85,-0.154357123,0.005
306,0.0045,-0.102,0.898,-0.090235127,0.005071429
306.5,0.004272727,-0.065,0.935,-0.144062201,0.005
307,0.003909091,-0.112,0.888,-0.288769034,0.004785714
307.5,0.003545455,-0.065,0.935,-0.262118786,0.004571429
308,0.003045455,0.024,1.024,-0.139214977,0.004214286
308.5,0.0025,0.116,1.116,-0.033822475,0.003785714
309,0.001818182,0.185,1.185,0.051603054,0.003142857
309.5,0.001227273,0.104,1.104,0.061706226,0.002642857
310,0.0005,0.199,1.199,0.172394983,0.001928571
310.5,-0.000136364,0.302,1.302,0.271088579,0.001357143
311,-0.000863636,0.188,1.188,0.371197844,0.000571429
311.5,-0.0015,0.209,1.209,0.233515241,-7.14286E-05
312,-0.002181818,0.243,1.243,0.270801067,-0.000928571
312.5,-0.002727273,0.317,1.317,0.361338841,-0.001571429
313,-0.003318182,0.34,1.34,0.134792486,-0.002357143
313.5,-0.003772727,0.301,1.301,0.152589463,-0.002928571
314,-0.004136364,0.182,1.182,0.165895855,-0.003571429
314.5,-0.004363636,0.133,1.133,0.259775714,-0.004
315,-0.004590909,0.228,1.228,0.433228285,-0.0045
315.5,-0.004681818,0.123,1.123,0.332779245,-0.004785714
316,-0.004636364,0.072,1.072,0.083139487,-0.004928571
316.5,-0.0045,0.174,1.174,0.285509684,-0.004928571
317,-0.004227273,-0.032,0.968,0.263796224,-0.004928571
317.5,-0.003909091,-0.15,0.85,0.080999762,-0.004857143
318,-0.0035,-0.209,0.791,-0.023713748,-0.004571429
318.5,-0.003045455,-0.327,0.673,-0.126332905,-0.004214286
319,-0.002454545,-0.293,0.707,-0.371386681,-0.003642857
319.5,-0.001954545,-0.203,0.797,-0.355008394,-0.003214286
320,-0.001318182,-0.223,0.777,-0.278679857,-0.002642857
320.5,-0.000681818,-0.315,0.685,-0.439078949,-0.002071429
321,4.55E-05,-0.21,0.79,-0.320536135,-0.001285714
321.5,0.000636364,-0.22,0.78,-0.3494776,-0.000714286
322,0.001272727,-0.273,0.727,-0.337879955,7.14286E-05
322.5,0.001772727,-0.029,0.971,-0.181252847,0.000642857
323,0.002318182,0.015,1.015,-0.013381339,0.001357143
323.5,0.002772727,-0.124,0.876,-0.040696306,0.001928571
324,0.003227273,-0.04,0.96,-0.041286378,0.002571429
324.5,0.003545455,-0.055,0.945,0.043067149,0.003
325,0.003863636,-0.032,0.968,-0.012974815,0.0035
325.5,0.004045455,-0.04,0.96,-0.124144693,0.003785714
326,0.004136364,-0.133,0.867,-0.006343187,0.004071429
326.5,0.004136364,-0.303,0.697,-0.078060846,0.004214286
327,0.004045455,-0.365,0.635,-0.0543821,0.004357143
327.5,0.003909091,-0.296,0.704,0.02718503,0.004428571
328,0.003636364,-0.371,0.629,-0.344710817,0.004357143
328.5,0.003318182,-0.37,0.63,-0.51227861,0.004214286
329,0.002954545,-0.309,0.691,-0.418045864,0.003928571
329.5,0.002590909,-0.342,0.658,-0.443002986,0.003642857
330,0.002090909,-0.271,0.729,-0.452720375,0.003142857
330.5,0.001590909,-0.254,0.746,-0.542982245,0.002642857
331,0.000954545,-0.221,0.779,-0.546013356,0.002071429
331.5,0.000409091,-0.008,0.992,-0.333571525,0.001642857
332,-0.000181818,0.132,1.132,-0.027440804,0.001
332.5,-0.000681818,0.196,1.196,0.11888866,0.0005
333,-0.001227273,0.196,1.196,0.144093923,-0.000214286
333.5,-0.001636364,0.19,1.19,0.225192286,-0.000714286
334,-0.002090909,0.199,1.199,0.276277234,-0.001285714
334.5,-0.0025,0.235,1.235,0.374299087,-0.001785714
335,-0.002909091,0.268,1.268,0.402681977,-0.002357143
335.5,-0.003181818,0.197,1.197,0.271410358,-0.002714286
336,-0.003409091,0.148,1.148,0.169178169,-0.003142857
336.5,-0.0035,0.147,1.147,0.170519169,-0.003357143
337,-0.0035,0.123,1.123,0.10093633,-0.003571429
337.5,-0.003454545,0.166,1.166,0.074307272,-0.003714286
338,-0.003363636,0.172,1.172,0.043611329,-0.003785714
338.5,-0.003227273,0.189,1.189,0.065835562,-0.003785714
339,-0.003,0.247,1.247,0.119929085,-0.003642857
339.5,-0.002727273,0.192,1.192,0.224851899,-0.003428571
340,-0.002318182,0.191,1.191,0.275483721,-0.003142857
340.5,-0.001909091,0.12,1.12,0.277341443,-0.002857143
341,-0.001454545,0.131,1.131,0.349344802,-0.002428571
341.5,-0.001045455,0.126,1.126,0.239595604,-0.002071429
342,-0.0005,0.189,1.189,0.240663995,-0.0015
342.5,-4.55E-05,0.146,1.146,0.096400012,-0.001071429
343,0.000454545,0.068,1.068,0.019735528,-0.000571429
343.5,0.000909091,0.016,1.016,-0.028075567,-0.000142857
344,0.001363636,0.041,1.041,0.067090764,0.0005
344.5,0.001727273,0.002,1.002,-0.037752801,0.001
345,0.002090909,0.098,1.098,0.029699707,0.001571429
345.5,0.002318182,0.051,1.051,0.000825917,0.001928571
346,0.002545455,0.133,1.133,0.152844235,0.002285714
346.5,0.002727273,0.081,1.081,0.145330698,0.002571429
347,0.002863636,0.101,1.101,0.195419799,0.002857143
347.5,0.002863636,-0.021,0.979,0.023727391,0.002928571
348,0.002727273,-0.004,0.996,0.076377885,0.003
348.5,0.002545455,0.025,1.025,0.040518613,0.003
349,0.002363636,0.072,1.072,0.104733852,0.002928571
349.5,0.002181818,0.223,1.223,-0.031016973,0.002857143
350,0.001863636,0.147,1.147,-0.046159879,0.002571429
350.5,0.001545455,0.136,1.136,-0.085415775,0.002285714
351,0.001181818,0.074,1.074,0.033907285,0.002
351.5,0.000818182,-0.017,0.983,0.293373401,0.001714286
352,0.000363636,0.133,1.133,0.248775401,0.001214286
352.5,-4.55E-05,0.154,1.154,0.250705274,0.000785714
353,-0.000454545,0.116,1.116,0.172852355,0.000285714
353.5,-0.000727273,0.044,1.044,0.055245595,2.47818E-19
354,-0.001,0.025,1.025,0.210651541,-0.000428571
354.5,-0.001272727,0.037,1.037,0.233513851,-0.000857143
355,-0.001545455,-0.18,0.82,-0.199239039,-0.001285714
355.5,-0.001681818,-0.115,0.885,-0.208696852,-0.0015
356,-0.001772727,-0.15,0.85,-0.260899565,-0.001714286
356.5,-0.001818182,0.022,1.022,-0.022977544,-0.001857143
357,-0.001863636,0.112,1.112,0.036877911,-0.002
357.5,-0.001818182,-0.055,0.945,-0.140859383,-0.002
358,-0.001681818,-0.189,0.811,-0.227552158,-0.001928571
358.5,-0.001545455,-0.158,0.842,0.025077309,-0.001857143
359,-0.001363636,-0.1,0.9,0.162422915,-0.001785714
359.5,-0.001181818,-0.08,0.92,0.086277503,-0.001714286
360,-0.000954545,-0.138,0.862,-0.122747188,-0.0015
360.5,-0.000727273,-0.067,0.933,-0.164383698,-0.001285714
361,-0.000454545,-0.063,0.937,-0.185972807,-0.001
361.5,-0.000227273,-0.132,0.868,-0.151109616,-0.000785714
362,4.55E-05,-0.118,0.882,-0.274114858,-0.0005
362.5,0.000318182,-0.159,0.841,-0.244899271,-0.000214286
363,0.000545455,-0.133,0.867,-0.154147837,0.000142857
363.5,0.000681818,-0.051,0.949,-0.137350635,0.000357143
364,0.000863636,0.123,1.123,0.089012205,0.000642857
364.5,0.001,0.096,1.096,0.06958815,0.000857143
365,0.001045455,0.084,1.084,0.003505711,0.001
365.5,0.001045455,0.139,1.139,0.013453507,0.001071429
366,0.001045455,0.169,1.169,0.134547503,0.001214286
366.5,0.001,0.209,1.209,0.064475729,0.001285714
367,0.000954545,0.255,1.255,0.188458191,0.001214286
367.5,0.000863636,0.079,1.079,0.128491445,0.001071429
368,0.000681818,0.031,1.031,0.27154414,0.000928571
368.5,0.000545455,0.03,1.03,0.382362107,0.000857143
369,0.000363636,0.024,1.024,0.343437631,0.000785714
369.5,0.000136364,-0.14,0.86,0.019630654,0.000642857
370,-9.09E-05,-0.107,0.893,-0.033589382,0.000357143
370.5,-0.000227273,-0.112,0.888,-0.081511104,0.000214286
371,-0.000363636,-0.133,0.867,-0.166459117,0
371.5,-0.0005,-0.204,0.796,-0.351062306,-0.000214286
372,-0.000681818,-0.317,0.683,-0.430812158,-0.000428571
372.5,-0.000863636,-0.253,0.747,-0.387677499,-0.000642857
373,-0.000954545,-0.14,0.86,-0.204226967,-0.000857143
373.5,-0.000954545,-0.014,0.986,-0.097315077,-0.000928571
374,-0.000954545,0.033,1.033,-0.163439534,-0.001071429
374.5,-0.000909091,-0.009,0.991,-0.092541609,-0.001142857
375,-0.000818182,0.055,1.055,0.019658832,-0.001071429
375.5,-0.000727273,-0.018,0.982,0.112191559,-0.001
376,-0.000590909,-0.001,0.999,0.146020236,-0.000928571
376.5,-0.000454545,0.006,1.006,0.0276446,-0.000857143
377,-0.000272727,0.034,1.034,0.056001991,-0.000714286
377.5,-4.55E-05,0.151,1.151,0.040232951,-0.0005
378,0.000227273,0.056,1.056,0.009389871,-0.000214286
378.5,0.000409091,0.03,1.03,0.024821286,-7.14286E-05
379,0.000590909,0.033,1.033,-0.022815522,0.000142857
379.5,0.000772727,0.056,1.056,0.021774139,0.000357143
380,0.001,0.086,1.086,0.010196725,0.000642857
380.5,0.001181818,0.112,1.112,-0.019768213,0.000857143
381,0.001318182,0.061,1.061,0.191941126,0.001071429
381.5,0.001409091,0.151,1.151,0.234443732,0.001214286
382,0.001454545,0.035,1.035,0.153506298,0.001428571
382.5,0.001454545,0.069,1.069,0.179391791,0.001571429
383,0.001454545,-0.01,0.99,-0.101267648,0.001642857
383.5,0.001409091,0.033,1.033,0.158329262,0.001642857
384,0.001272727,0.088,1.088,0.03332917,0.001571429
384.5,0.001136364,-0.014,0.986,0.03353278,0.0015
385,0.000909091,-0.017,0.983,-0.081729468,0.001428571
385.5,0.000636364,0.003,1.003,-0.073319652,0.001285714
386,0.000318182,-0.094,0.906,-0.057296417,0.001
386.5,4.55E-05,-0.027,0.973,0.074806849,0.000785714
387,-0.000272727,-0.112,0.888,-0.028746353,0.000428571
387.5,-0.000545455,-0.019,0.981,0.103471322,0.000142857
388,-0.000818182,-0.034,0.966,-0.076680302,-0.000214286
388.5,-0.001090909,0.007,1.007,-0.127044376,-0.000571429
389,-0.001409091,-0.024,0.976,-0.069389299,-0.001
389.5,-0.001636364,-0.035,0.965,-0.134648491,-0.001285714
390,-0.001863636,-0.069,0.931,0.001873524,-0.001571429
390.5,-0.002,-0.209,0.791,-0.044227738,-0.001714286
391,-0.002045455,-0.264,0.736,-0.116261396,-0.001928571
391.5,-0.002045455,-0.213,0.787,0.035549686,-0.002071429
392,-0.002,-0.202,0.798,0.007457714,-0.002214286
392.5,-0.001909091,-0.235,0.765,-0.181867154,-0.002285714
393,-0.001772727,-0.222,0.778,-0.281425377,-0.002214286
393.5,-0.001636364,-0.248,0.752,-0.358252494,-0.002142857
394,-0.001409091,-0.302,0.698,-0.455182624,-0.002
394.5,-0.001136364,-0.241,0.759,-0.401867939,-0.001785714
395,-0.000818182,-0.232,0.768,-0.429079823,-0.0015
395.5,-0.0005,-0.146,0.854,-0.279120473,-0.001214286
396,-9.09E-05,-0.006,0.994,-0.189115525,-0.000785714
396.5,0.000227273,-0.008,0.992,-0.081300823,-0.0005
397,0.000590909,-0.007,0.993,0.006262624,-0.000142857
397.5,0.000909091,0.065,1.065,0.094389626,0.000142857
398,0.001227273,0.097,1.097,0.179187356,0.000571429
398.5,0.0015,0.082,1.082,0.055827389,0.000928571
399,0.001818182,-0.054,0.946,0.020064704,0.001357143
399.5,0.002045455,-0.081,0.919,0.120233609,0.001642857
400,0.002181818,-0.105,0.895,0.129850969,0.001928571
400.5,0.002272727,-0.156,0.844,0.063540123,0.002142857
401,0.002318182,-0.165,0.835,-0.134065476,0.002428571
401.5,0.002272727,-0.21,0.79,-0.307554586,0.002571429
402,0.002181818,-0.158,0.842,-0.234342787,0.002571429
402.5,0.002045455,-0.152,0.848,-0.22639846,0.0025
403,0.001818182,-0.176,0.824,-0.266600147,0.002357143
403.5,0.001590909,-0.188,0.812,-0.303065476,0.002214286
404,0.001318182,-0.186,0.814,-0.320431026,0.002
404.5,0.001,-0.057,0.943,-0.134343545,0.001714286
405,0.000590909,0.012,1.012,-0.029699484,0.001285714
405.5,0.000272727,0.026,1.026,-0.000893884,0.001
406,-9.09E-05,0.034,1.034,0.015288105,0.000642857
406.5,-0.000409091,0.043,1.043,0.03501779,0.000357143
407,-0.000727273,0.051,1.051,0.040648903,-7.14286E-05
407.5,-0.001,0.062,1.062,0.054260823,-0.000428571
408,-0.001318182,0.07,1.07,0.066587267,-0.000857143
408.5,-0.001545455,0.079,1.079,0.079028975,-0.001142857
409,-0.001772727,0.065,1.065,0.072812948,-0.001428571
409.5,-0.001954545,0.067,1.067,0.06912175,-0.001642857
410,-0.002045455,0.053,1.053,0.066013436,-0.001928571
410.5,-0.002045455,0.067,1.067,0.076443499,-0.002071429
411,-0.002045455,0.059,1.059,0.06074387,-0.002214286
411.5,-0.002,0.052,1.052,0.066720777,-0.002285714
412,-0.001909091,0.04,1.04,0.050175193,-0.002214286
412.5,-0.001818182,0.056,1.056,0.065638456,-0.002142857
413,-0.001636364,0.058,1.058,0.050649355,-0.002071429
413.5,-0.001409091,0.045,1.045,0.038329411,-0.001928571
414,-0.001090909,0.039,1.039,0.017977443,-0.001714286
414.5,-0.000772727,0.051,1.051,0.058850625,-0.0015
415,-0.000454545,0.044,1.044,0.055498018,-0.001142857
415.5,-0.000227273,0.05,1.05,0.052633634,-0.000928571
416,4.55E-05,0.056,1.056,0.032970535,-0.000571429
416.5,0.000318182,0.075,1.075,0.04736115,-0.000214286
417,0.000636364,0.085,1.085,0.054451451,0.000142857
417.5,0.000909091,0.063,1.063,0.065472729,0.000428571
418,0.001181818,0.049,1.049,0.064722987,0.000785714
418.5,0.001363636,0.011,1.011,0.077568752,0.001
419,0.001545455,0.03,1.03,0.101178789,0.001285714
419.5,0.001636364,0.038,1.038,0.054787001,0.001428571
420,0.001636364,0.018,1.018,0.05558068,0.001571429
420.5,0.001636364,0.003,1.003,0.004027827,0.001714286
421,0.001636364,-0.007,0.993,0.0206995,0.001857143
421.5,0.001590909,-0.039,0.961,0.005909314,0.001928571
422,0.0015,-0.054,0.946,-0.042652947,0.001857143
422.5,0.001363636,-0.078,0.922,-0.073471546,0.001714286
423,0.001136364,-0.047,0.953,-0.044389377,0.001571429
423.5,0.000909091,-0.033,0.967,-0.073780302,0.001428571
424,0.000636364,-0.006,0.994,-0.025593057,0.001214286
424.5,0.000363636,-0.012,0.988,-0.067612409,0.001
425,9.09E-05,-0.003,0.997,-0.08004364,0.000642857
425.5,-9.09E-05,0.005,1.005,-0.024262631,0.000428571
426,-0.000318182,0.038,1.038,-0.00990625,0.000142857
426.5,-0.000545455,0.074,1.074,0.012420776,-0.000142857
427,-0.000772727,0.105,1.105,0.063341742,-0.000428571
427.5,-0.000954545,0.101,1.101,0.050917039,-0.000642857
